Date,Name,Symbol,Open,High,Low,Close,Adj Close,Volume
22-05-2023,CBOE Volatility Index,VIX,17.45,18.13,16.82,17.21,17.21,-
22-05-2023,BEL 20,BFX,3737.42,3749.17,3717.86,3736.57,3736.57,4400
22-05-2023,HANG SENG INDEX,HSI,19479.06,19806.44,19410.07,19678.17,19678.17,1677939600
21-05-2023,TA-125,TA125.TA,1820.36,1822.94,1809.14,1812.53,1812.53,46119000
19-05-2023,Dow Jones Industrial Average,DJI,33582.95,33652.9,33336.66,33426.63,33426.63,315210000
19-05-2023,S&P/NZX 50 INDEX GROSS,NZ50,11976.08,12099.74,11965.44,12099.74,12099.74,20411800
19-05-2023,S&P 500,GSPC,4204.15,4212.91,4180.2,4191.98,4191.98,4041900000
19-05-2023,ESTX 50 PR.EUR,STOXX50E,4368.24,4412.88,4368.24,4395.3,4395.3,32140900
19-05-2023,Shenzhen Index,399001.SZ,11061.75,11145.51,11034.63,11091.36,11091.36,1162900
19-05-2023,CBOE Volatility Index,VIX,16.13,17.36,15.85,16.81,16.81,-
19-05-2023,NASDAQ Composite,IXIC,12709.46,12731.73,12624.06,12657.9,12657.9,3935780000
19-05-2023,HANG SENG INDEX,HSI,19535.49,19610.72,19352.81,19450.57,19450.57,1947230900
19-05-2023,Nikkei 225,N225,30847.36,30924.57,30679.16,30808.35,30808.35,80500000
19-05-2023,IDX COMPOSITE,JKSE,6663.11,6715.03,6662.75,6700.56,6700.56,161565100
19-05-2023,NYSE AMEX COMPOSITE INDEX,XAX,3936.1,3962.75,3931.96,3938.06,3938.06,-
19-05-2023,NYSE COMPOSITE,NYA,15345.43,15421.8,15283.7,15324.32,15324.32,4041900000
19-05-2023,Cboe UK 100,BUK100P,774.07,778.57,774.07,776.4,776.4,-
19-05-2023,IPC MEXICO,MXX,55197.55,55534.32,54244.79,54296.05,54296.05,168179000
19-05-2023,KOSPI Composite Index,KS11,2530.83,2538.31,2524.89,2537.79,2537.79,569300
19-05-2023,S&P/CLX IPSA,IPSA,-,-,-,-,-,-
19-05-2023,MERVAL,MERV,331210.59,339352.5,331210.59,338677.59,338677.59,-
19-05-2023,TSEC weighted index,TWII,16146.29,16189.81,16099.9,16174.92,16174.92,3955600
19-05-2023,Euronext 100 Index,N100,1374.78,1386.64,1374.78,1380.62,1380.62,343420300
19-05-2023,S&P/ASX 200,AXJO,7241.3,7292.6,7240.3,7279.5,7279.5,643800
19-05-2023,BEL 20,BFX,3724.72,3751.65,3710.24,3736.78,3736.78,4900
19-05-2023,CAC 40,FCHI,7469.78,7523.56,7463.96,7491.96,7491.96,67973200
19-05-2023,MOEX Russia Index,IMOEX.ME,2627.59,2635.8,2612.47,2626.16,2626.16,-
19-05-2023,DAX PERFORMANCE-INDEX,GDAXI,16233.11,16331.94,16203.6,16275.38,16275.38,90102600
19-05-2023,Russell 2000,RUT,1795.99,1800.52,1769.02,1773.72,1773.72,4041900000
19-05-2023,SSE Composite Index,000001.SS,3288.89,3302.34,3268.22,3283.54,3283.54,285400
19-05-2023,ALL ORDINARIES,AORD,7427,7482.8,7427,7471.5,7471.5,1029381900
19-05-2023,Top 40 USD Net TRI Index,JN0U.JO,4038.13,4063.9,4016.61,4028.74,4028.74,-
19-05-2023,S&P BSE SENSEX,BSESN,61556.25,61784.61,61251.7,61729.68,61729.68,6100
19-05-2023,S&P/TSX Composite index,GSPTSE,20356,20399.6,20306.7,20351.1,20351.1,174612100
19-05-2023,IBOVESPA,BVSP,110113,111211,109787,110745,110745,16135800
18-05-2023,MERVAL,MERV,327788.59,331922.59,322922.19,331210.59,331210.59,-
18-05-2023,MOEX Russia Index,IMOEX.ME,2650.12,2658.57,2624.49,2632.91,2632.91,-
18-05-2023,Cboe UK 100,BUK100P,771.74,777.29,771.74,774.07,774.07,-
18-05-2023,Dow Jones Industrial Average,DJI,33374.56,33579.91,33212.09,33535.91,33535.91,333070000
18-05-2023,TSEC weighted index,TWII,16060.26,16128.72,16015.62,16101.88,16101.88,3379800
18-05-2023,CBOE Volatility Index,VIX,16.92,17.15,16.05,16.05,16.05,-
18-05-2023,S&P BSE SENSEX,BSESN,61937.86,61955.9,61349.34,61431.74,61431.74,8200
18-05-2023,IPC MEXICO,MXX,55107.64,55290.71,54961.92,55263.11,55263.11,175582500
18-05-2023,CAC 40,FCHI,7440.75,7481.78,7426.39,7446.89,7446.89,59991600
18-05-2023,BEL 20,BFX,3704.55,3724.02,3703.86,3717.3,3717.3,4700
18-05-2023,S&P/ASX 200,AXJO,7212.9,7258.6,7211.8,7236.8,7236.8,723500
18-05-2023,S&P/NZX 50 INDEX GROSS,NZ50,11976.08,11976.08,11965.44,11974.17,11974.17,519400
18-05-2023,ALL ORDINARIES,AORD,7389.3,7450.2,7389.3,7427,7427,1128723900
18-05-2023,NYSE COMPOSITE,NYA,15313.92,15361.74,15214,15345.43,15345.43,3980500000
18-05-2023,HANG SENG INDEX,HSI,19702.73,19894.23,19630.76,19727.25,19727.25,2095394100
18-05-2023,Top 40 USD Net TRI Index,JN0U.JO,4067.72,4073.5,3981.89,4015.87,4015.87,-
18-05-2023,KOSPI Composite Index,KS11,2511.09,2515.4,2500.01,2515.4,2515.4,571500
18-05-2023,S&P 500,GSPC,4157.68,4202.2,4153.5,4198.05,4198.05,3980500000
18-05-2023,S&P/TSX Composite index,GSPTSE,20262.8,20302.9,20171,20297.1,20297.1,208292000
18-05-2023,Russell 2000,RUT,1770.82,1787.36,1766.29,1784.86,1784.86,3980500000
18-05-2023,DAX PERFORMANCE-INDEX,GDAXI,16069.42,16230.44,16069.42,16163.36,16163.36,73640100
18-05-2023,NASDAQ Composite,IXIC,12513.87,12698.5,12512.26,12688.84,12688.84,4532890000
18-05-2023,Nikkei 225,N225,30432.54,30667.13,30381.9,30573.93,30573.93,90500000
18-05-2023,IBOVESPA,BVSP,109459,110206,108864,110108,110108,13613100
18-05-2023,NYSE AMEX COMPOSITE INDEX,XAX,3937.27,3946.9,3890.84,3936.1,3936.1,-
18-05-2023,TA-125,TA125.TA,1830.9,1831.89,1818.25,1825.53,1825.53,79694800
18-05-2023,Euronext 100 Index,N100,1366.66,1378.99,1366.66,1374.47,1374.47,295925600
18-05-2023,S&P/CLX IPSA,IPSA,-,-,-,-,-,-
18-05-2023,Shenzhen Index,399001.SZ,11108.33,11144.48,11024.09,11078.28,11078.28,1179800
18-05-2023,SSE Composite Index,000001.SS,3288.41,3313.86,3284.17,3297.32,3297.32,310000
17-05-2023,CAC 40,FCHI,7378.83,7422.58,7354.54,7399.44,7399.44,57783800
17-05-2023,IDX COMPOSITE,JKSE,6676.42,6706.6,6661.47,6663.11,6663.11,180449300
17-05-2023,IPC MEXICO,MXX,55309.02,55441.67,55005.06,55067.37,55067.37,172672200
17-05-2023,MERVAL,MERV,318792,330437,318792,327788.59,327788.59,-
17-05-2023,S&P BSE SENSEX,BSESN,61932.32,61979.94,61340.1,61560.64,61560.64,6700
17-05-2023,S&P/CLX IPSA,IPSA,-,-,-,-,-,-
17-05-2023,TSEC weighted index,TWII,15702.74,15961.97,15698.63,15925.29,15925.29,3099200
17-05-2023,NYSE COMPOSITE,NYA,15129.25,15338.47,15129.25,15313.92,15313.92,4039080000
17-05-2023,HANG SENG INDEX,HSI,19956.13,19987.93,19538.09,19560.57,19560.57,2258030500
17-05-2023,Top 40 USD Net TRI Index,JN0U.JO,4079.81,4089.56,4045.82,4075.83,4075.83,-
17-05-2023,CBOE Volatility Index,VIX,17.96,18.26,16.68,16.87,16.87,-
17-05-2023,ALL ORDINARIES,AORD,7424.1,7424.1,7350.2,7389.3,7389.3,972495500
17-05-2023,Russell 2000,RUT,1744.11,1776.9,1737.39,1774.5,1774.5,4039080000
17-05-2023,SSE Composite Index,000001.SS,3281.97,3298.52,3269.89,3284.23,3284.23,285700
17-05-2023,BEL 20,BFX,3696.88,3699.37,3668.79,3681.5,3681.5,5000
17-05-2023,Dow Jones Industrial Average,DJI,33092.48,33472.38,33050.41,33420.77,33420.77,307130000
17-05-2023,S&P/TSX Composite index,GSPTSE,20282.9,20297.3,20158.7,20296.4,20296.4,193198200
17-05-2023,Nikkei 225,N225,29912.44,30115.32,29912.44,30093.59,30093.59,93100000
17-05-2023,DAX PERFORMANCE-INDEX,GDAXI,15883.61,15992.77,15862.15,15951.3,15951.3,89827900
17-05-2023,Shenzhen Index,399001.SZ,11084.56,11120.97,11036.77,11091.08,11091.08,997700
17-05-2023,Cboe UK 100,BUK100P,774.98,775.76,770.98,771.74,771.74,-
17-05-2023,IBOVESPA,BVSP,108194,109774,108188,109460,109460,13993000
17-05-2023,MOEX Russia Index,IMOEX.ME,2637.51,2646.61,2623.15,2634.48,2634.48,-
17-05-2023,S&P/ASX 200,AXJO,7222.7,7222.7,7159.8,7199.2,7199.2,615800
17-05-2023,ESTX 50 PR.EUR,STOXX50E,4313.25,4332.08,4293.57,4323.23,4323.23,22868700
17-05-2023,S&P 500,GSPC,4122.85,4164.67,4113.62,4158.77,4158.77,4039080000
17-05-2023,S&P/NZX 50 INDEX GROSS,NZ50,11945.87,11952.56,11898.96,11951.66,11951.66,19838700
17-05-2023,TA-125,TA125.TA,1806.25,1825.63,1797.54,1820.11,1820.11,75717600
17-05-2023,KOSPI Composite Index,KS11,2479.65,2498.37,2475.02,2494.66,2494.66,563300
17-05-2023,NASDAQ Composite,IXIC,12388.58,12514.07,12335.02,12500.57,12500.57,4501820000
17-05-2023,NYSE AMEX COMPOSITE INDEX,XAX,3911.79,3961.53,3910.04,3937.27,3937.27,-
17-05-2023,Euronext 100 Index,N100,1366.06,1369.44,1358.81,1366.81,1366.81,259457100
16-05-2023,HANG SENG INDEX,HSI,20183.28,20183.28,19891.49,19978.25,19978.25,1720897700
16-05-2023,IBOVESPA,BVSP,109029,110151,108085,108194,108194,16897300
16-05-2023,CAC 40,FCHI,7394.85,7427.57,7377.81,7406.01,7406.01,61261800
16-05-2023,MOEX Russia Index,IMOEX.ME,2645.94,2655.73,2621.59,2633.71,2633.71,-
16-05-2023,Russell 2000,RUT,1755.16,1755.16,1736.16,1736.18,1736.18,3654200000
16-05-2023,S&P/ASX 200,AXJO,7278.7,7278.7,7234.7,7234.7,7234.7,629400
16-05-2023,KOSPI Composite Index,KS11,2494.4,2498.54,2474.9,2480.24,2480.24,627900
16-05-2023,IPC MEXICO,MXX,55246.17,55589.72,55136.1,55180.97,55180.97,183963200
16-05-2023,NASDAQ Composite,IXIC,12327.05,12403.81,12324.52,12343.05,12343.05,4067510000
16-05-2023,Top 40 USD Net TRI Index,JN0U.JO,4099.32,4140.56,4077.66,4095.01,4095.01,-
16-05-2023,Dow Jones Industrial Average,DJI,33275.37,33290.85,33006.19,33012.14,33012.14,246680000
16-05-2023,Shenzhen Index,399001.SZ,11182.36,11182.36,11069.44,11099.26,11099.26,1171500
16-05-2023,S&P 500,GSPC,4127.95,4135.54,4109.86,4109.9,4109.9,3654200000
16-05-2023,TA-125,TA125.TA,1804.85,1808.55,1796.22,1796.63,1796.63,65894100
16-05-2023,Cboe UK 100,BUK100P,777.26,780.16,773.94,774.98,774.98,-
16-05-2023,ALL ORDINARIES,AORD,7460.5,7470.8,7424.1,7424.1,7424.1,1052466200
16-05-2023,CBOE Volatility Index,VIX,17.54,18.3,17.26,17.99,17.99,-
16-05-2023,Nikkei 225,N225,29838.01,29916.56,29779.07,29842.99,29842.99,107400000
16-05-2023,SSE Composite Index,000001.SS,3310.16,3317.9,3282.49,3290.99,3290.99,322500
16-05-2023,BEL 20,BFX,3712.28,3722.27,3670.43,3688.89,3688.89,5600
16-05-2023,S&P/TSX Composite index,GSPTSE,20452.2,20452.2,20236.8,20242.1,20242.1,205406500
16-05-2023,ESTX 50 PR.EUR,STOXX50E,4313.12,4328.78,4298.31,4315.51,4315.51,22335700
16-05-2023,NYSE COMPOSITE,NYA,15322.56,15322.56,15128.62,15129.25,15129.25,3654200000
16-05-2023,S&P/NZX 50 INDEX GROSS,NZ50,11937.6,11952.64,11878.97,11945.87,11945.87,32618300
16-05-2023,NYSE AMEX COMPOSITE INDEX,XAX,4013.12,4025.5,3908.58,3911.79,3911.79,-
16-05-2023,TSEC weighted index,TWII,15550.57,15723.95,15550.57,15673.9,15673.9,2617800
16-05-2023,S&P/CLX IPSA,IPSA,-,-,-,-,-,-
16-05-2023,MERVAL,MERV,320582.81,324615,318216.5,318792,318792,-
16-05-2023,DAX PERFORMANCE-INDEX,GDAXI,15892.78,15968.41,15862.37,15897.93,15897.93,63874300
16-05-2023,S&P BSE SENSEX,BSESN,62474.11,62475.95,61847.41,61932.47,61932.47,5900
16-05-2023,Euronext 100 Index,N100,1369.15,1372.19,1362.67,1366.42,1366.42,259892700
16-05-2023,IDX COMPOSITE,JKSE,6711.74,6729.07,6659.07,6676.56,6676.56,156372400
15-05-2023,IBOVESPA,BVSP,108469,109271,108356,109029,109029,11603200
15-05-2023,NASDAQ Composite,IXIC,12301.17,12376.4,12263.35,12365.21,12365.21,3979290000
15-05-2023,S&P BSE SENSEX,BSESN,62157.1,62562.67,61950.3,62345.71,62345.71,6900
15-05-2023,NYSE AMEX COMPOSITE INDEX,XAX,3963.63,4022.02,3963.63,4013.12,4013.12,-
15-05-2023,S&P/CLX IPSA,IPSA,-,-,-,-,-,-
15-05-2023,Russell 2000,RUT,1744.66,1768.75,1744.21,1761.55,1761.55,3562170000
15-05-2023,MOEX Russia Index,IMOEX.ME,2581.64,2611.71,2581.64,2611.07,2611.07,-
15-05-2023,Top 40 USD Net TRI Index,JN0U.JO,4115.34,4143.34,4096.55,4115.11,4115.11,-
15-05-2023,Euronext 100 Index,N100,1366.89,1373.89,1365.2,1369.54,1369.54,221813900
15-05-2023,DAX PERFORMANCE-INDEX,GDAXI,15966.96,15982.1,15874.24,15917.24,15917.24,53099400
15-05-2023,TA-125,TA125.TA,1806.37,1813.45,1799.94,1806.27,1806.27,78022200
15-05-2023,S&P 500,GSPC,4126.65,4141.25,4110.27,4136.28,4136.28,3562170000
15-05-2023,S&P/TSX Composite index,GSPTSE,20431.8,20544.1,20431.8,20540,20540,235032100
15-05-2023,SSE Composite Index,000001.SS,3269.88,3310.74,3235.87,3310.74,3310.74,388000
15-05-2023,CBOE Volatility Index,VIX,17.44,18.16,17.08,17.12,17.12,-
15-05-2023,S&P/ASX 200,AXJO,7258.8,7267.1,7235.1,7267.1,7267.1,535700
15-05-2023,IPC MEXICO,MXX,54993.48,55375.92,54890.63,55261.42,55261.42,174056800
15-05-2023,Shenzhen Index,399001.SZ,11019.7,11178.62,10995.7,11178.62,11178.62,1393000
15-05-2023,KOSPI Composite Index,KS11,2469.8,2479.35,2455.99,2479.35,2479.35,483300
15-05-2023,Nikkei 225,N225,29547.04,29629.47,29475.97,29626.34,29626.34,88600000
15-05-2023,ALL ORDINARIES,AORD,7453.2,7460.5,7429.7,7460.5,7460.5,893695400
15-05-2023,NYSE COMPOSITE,NYA,15246.36,15343.64,15228.8,15322.56,15322.56,3562170000
15-05-2023,Cboe UK 100,BUK100P,774.96,779.26,774.95,777.26,777.26,-
15-05-2023,BEL 20,BFX,3744.15,3750.08,3732.64,3750.08,3750.08,3900
15-05-2023,S&P/NZX 50 INDEX GROSS,NZ50,11938.84,11941.16,11882.82,11937.6,11937.6,20765500
15-05-2023,CAC 40,FCHI,7443.38,7455.63,7397.86,7418.21,7418.21,48638700
15-05-2023,TSEC weighted index,TWII,15489.18,15510.09,15434.52,15475.05,15475.05,2444700
15-05-2023,ESTX 50 PR.EUR,STOXX50E,4315.85,4338.14,4302.76,4316.41,4316.41,20446600
15-05-2023,MERVAL,MERV,321529.59,321529.59,312917,320582.81,320582.81,-
15-05-2023,Dow Jones Industrial Average,DJI,33321.21,33400.3,33161.93,33348.6,33348.6,224020000
15-05-2023,IDX COMPOSITE,JKSE,6708.46,6729.3,6656.65,6711.74,6711.74,142578400
15-05-2023,HANG SENG INDEX,HSI,19525.06,20063.35,19498.04,19971.13,19971.13,2580074400
14-05-2023,TA-125,TA125.TA,1817.93,1820.48,1801.63,1803.36,1803.36,41036000
12-05-2023,ALL ORDINARIES,AORD,7449.7,7453.3,7429.2,7453.2,7453.2,1095231100
12-05-2023,IDX COMPOSITE,JKSE,6755.94,6755.94,6704.57,6707.76,6707.76,173779500
12-05-2023,S&P 500,GSPC,4138.54,4143.74,4099.12,4124.08,4124.08,3533740000
12-05-2023,CBOE Volatility Index,VIX,16.83,17.92,16.38,17.03,17.03,-
12-05-2023,Euronext 100 Index,N100,1360.79,1373.05,1360.79,1366.85,1366.85,275129400
12-05-2023,Shenzhen Index,399001.SZ,11131.3,11172.71,11004.26,11005.64,11005.64,1263800
12-05-2023,SSE Composite Index,000001.SS,3304.46,3319.13,3271.43,3272.36,3272.36,347300
12-05-2023,Cboe UK 100,BUK100P,772.72,777.12,772.6,774.96,774.96,-
12-05-2023,DAX PERFORMANCE-INDEX,GDAXI,15918.25,15938.01,15852.1,15913.82,15913.82,62915400
12-05-2023,Top 40 USD Net TRI Index,JN0U.JO,3986.79,4097,3986.66,4055.79,4055.79,-
12-05-2023,NYSE COMPOSITE,NYA,15263.07,15319.64,15167.78,15246.36,15246.36,3533740000
12-05-2023,Nikkei 225,N225,29199.3,29426.06,29141.52,29388.3,29388.3,106100000
12-05-2023,CAC 40,FCHI,7420.41,7463.7,7395.6,7414.85,7414.85,-
12-05-2023,IBOVESPA,BVSP,108256,108817,107497,108464,108464,-
12-05-2023,BEL 20,BFX,3747.78,3753.34,3733.7,3741.07,3741.07,3900
12-05-2023,MERVAL,MERV,313281.41,322280.81,313281.41,321529.59,321529.59,-
12-05-2023,S&P/CLX IPSA,IPSA,-,-,-,-,-,-
12-05-2023,NASDAQ Composite,IXIC,12350.52,12364.65,12209.58,12284.74,12284.74,4170000000
12-05-2023,S&P BSE SENSEX,BSESN,61857.69,62110.93,61578.15,62027.9,62027.9,7000
12-05-2023,TSEC weighted index,TWII,15477.12,15545.99,15424.42,15502.36,15502.36,2711900
12-05-2023,Russell 2000,RUT,1748.14,1753.23,1731.34,1740.85,1740.85,3533740000
12-05-2023,ESTX 50 PR.EUR,STOXX50E,4304.07,4344.32,4304.07,4317.88,4317.88,24686000
12-05-2023,Dow Jones Industrial Average,DJI,33370.58,33406.4,33110.61,33300.62,33300.62,227570000
12-05-2023,S&P/TSX Composite index,GSPTSE,20448.6,20492.1,20346.9,20419.6,20419.6,194640200
12-05-2023,KOSPI Composite Index,KS11,2487.35,2487.35,2472.45,2475.42,2475.42,797200
12-05-2023,IPC MEXICO,MXX,55009.36,55290.41,54724.18,54948.34,54948.34,165219800
12-05-2023,S&P/ASX 200,AXJO,7238.9,7257.3,7233.8,7256.7,7256.7,647800
12-05-2023,MOEX Russia Index,IMOEX.ME,2570.65,2584.91,2552.05,2565.17,2565.17,-
12-05-2023,HANG SENG INDEX,HSI,19850.84,19853.37,19596.49,19627.24,19627.24,2284179000
12-05-2023,NYSE AMEX COMPOSITE INDEX,XAX,3957.22,3995.56,3939.73,3963.63,3963.63,-
12-05-2023,S&P/NZX 50 INDEX GROSS,NZ50,11887.76,11943.94,11857.85,11938.84,11938.84,27926100
11-05-2023,HANG SENG INDEX,HSI,19842.98,19854.49,19567.62,19743.79,19743.79,2213792400
11-05-2023,TA-125,TA125.TA,1807.37,1826.6,1804.23,1811.09,1811.09,86051400
11-05-2023,Cboe UK 100,BUK100P,774.13,778.52,768.04,772.72,772.72,-
11-05-2023,S&P/ASX 200,AXJO,7251.8,7266.5,7230.8,7251.9,7251.9,713400
11-05-2023,Top 40 USD Net TRI Index,JN0U.JO,4103.59,4132.5,3985.99,4023.48,4023.48,-
11-05-2023,TSEC weighted index,TWII,15666.49,15675.37,15501.58,15514.64,15514.64,2769100
11-05-2023,Russell 2000,RUT,1748.89,1749.44,1736.84,1744.71,1744.71,3752900000
11-05-2023,IBOVESPA,BVSP,107446,108667,106419,108256,108256,12772100
11-05-2023,CAC 40,FCHI,7383.58,7436.94,7333.92,7381.78,7381.78,-
11-05-2023,BEL 20,BFX,3739.09,3758.03,3722.77,3739.83,3739.83,4500
11-05-2023,SSE Composite Index,000001.SS,3323.66,3333.25,3307.29,3309.55,3309.55,354300
11-05-2023,S&P/NZX 50 INDEX GROSS,NZ50,11987.3,11990.31,11869.65,11887.76,11887.76,18878700
11-05-2023,Euronext 100 Index,N100,1360.69,1371.07,1352.74,1360.84,1360.84,320912400
11-05-2023,MERVAL,MERV,310497.19,317007.19,307721.5,313281.41,313281.41,-
11-05-2023,ALL ORDINARIES,AORD,7452.3,7463.5,7428.8,7449.7,7449.7,1112071600
11-05-2023,MOEX Russia Index,IMOEX.ME,2573.41,2610.8,2567.98,2595.12,2595.12,-
11-05-2023,DAX PERFORMANCE-INDEX,GDAXI,15943.85,15970.54,15754.76,15834.91,15834.91,67890500
11-05-2023,Nikkei 225,N225,29110.79,29165.59,29028.71,29126.72,29126.72,82200000
11-05-2023,IDX COMPOSITE,JKSE,6811.9,6814.12,6717.42,6755.94,6755.94,162906200
11-05-2023,S&P BSE SENSEX,BSESN,62158.1,62168.22,61823.07,61904.52,61904.52,6100
11-05-2023,S&P/CLX IPSA,IPSA,-,-,-,-,-,-
11-05-2023,CBOE Volatility Index,VIX,16.8,18.19,16.63,16.93,16.93,-
11-05-2023,NYSE COMPOSITE,NYA,15349.17,15349.17,15176.64,15263.07,15263.07,3752900000
11-05-2023,NYSE AMEX COMPOSITE INDEX,XAX,4018.6,4018.6,3946.45,3957.22,3957.22,-
11-05-2023,Shenzhen Index,399001.SZ,11158.72,11200.91,11136.26,11142.53,11142.53,1309300
11-05-2023,ESTX 50 PR.EUR,STOXX50E,4303.98,4341.59,4281.69,4309.75,4309.75,29579200
11-05-2023,S&P/TSX Composite index,GSPTSE,20440,20444.7,20328.4,20417.6,20417.6,219530400
11-05-2023,IPC MEXICO,MXX,55472.21,55518.79,54852.29,55014.16,55014.16,195598400
11-05-2023,Dow Jones Industrial Average,DJI,33383.89,33389.88,33127.7,33309.51,33309.51,298000000
11-05-2023,KOSPI Composite Index,KS11,2505.57,2513.82,2490.08,2491,2491,646300
11-05-2023,S&P 500,GSPC,4132.24,4132.8,4109.29,4130.62,4130.62,3752900000
11-05-2023,NASDAQ Composite,IXIC,12321.26,12347.38,12255.44,12328.51,12328.51,4489490000
10-05-2023,S&P 500,GSPC,4143.74,4154.28,4098.92,4137.64,4137.64,4057160000
10-05-2023,IBOVESPA,BVSP,107114,107744,106538,107448,107448,13576900
10-05-2023,HANG SENG INDEX,HSI,19860.5,19880.03,19696.59,19762.2,19762.2,2779518700
10-05-2023,S&P BSE SENSEX,BSESN,61843.36,61974.35,61572.93,61940.2,61940.2,4800
10-05-2023,KOSPI Composite Index,KS11,2505.96,2510.13,2488.42,2496.51,2496.51,634400
10-05-2023,S&P/NZX 50 INDEX GROSS,NZ50,11889.61,11987.3,11861.65,11987.3,11987.3,61686500
10-05-2023,NYSE AMEX COMPOSITE INDEX,XAX,4061.01,4081.71,4000.23,4018.6,4018.6,-
10-05-2023,Russell 2000,RUT,1769.58,1772.93,1743.63,1759.51,1759.51,4057160000
10-05-2023,CAC 40,FCHI,7403.62,7416.32,7337.66,7361.2,7361.2,75389600
10-05-2023,S&P/TSX Composite index,GSPTSE,20644.3,20644.3,20399.5,20499.3,20499.3,214002200
10-05-2023,NASDAQ Composite,IXIC,12286.66,12337.69,12180.86,12306.44,12306.44,4948260000
10-05-2023,Dow Jones Industrial Average,DJI,33707.2,33772.09,33239.45,33531.33,33531.33,271180000
10-05-2023,CBOE Volatility Index,VIX,17.58,18.31,16.36,16.94,16.94,-
10-05-2023,NYSE COMPOSITE,NYA,15352.81,15441.99,15228.42,15349.17,15349.17,4057160000
10-05-2023,MERVAL,MERV,307773.31,311293.31,304568.81,310497.19,310497.19,-
10-05-2023,Shenzhen Index,399001.SZ,11101.01,11177.81,11043.36,11140.19,11140.19,1471000
10-05-2023,TSEC weighted index,TWII,15708.48,15711.39,15579.49,15641.76,15641.76,2366700
10-05-2023,Cboe UK 100,BUK100P,775.37,777.84,772.79,774.13,774.13,-
10-05-2023,MOEX Russia Index,IMOEX.ME,2483.92,2556.67,2483.79,2548.63,2548.63,-
10-05-2023,IDX COMPOSITE,JKSE,6780.4,6820.12,6775.19,6811.9,6811.9,181480200
10-05-2023,TA-125,TA125.TA,1778.11,1801.5,1778.11,1795.36,1795.36,76527600
10-05-2023,BEL 20,BFX,3771.12,3771.12,3729.78,3737.51,3737.51,5300
10-05-2023,DAX PERFORMANCE-INDEX,GDAXI,15973.38,15984.82,15848.69,15896.23,15896.23,67473800
10-05-2023,S&P/CLX IPSA,IPSA,-,-,-,-,-,-
10-05-2023,Euronext 100 Index,N100,1362.57,1367.64,1356.81,1360.26,1360.26,329415500
10-05-2023,Top 40 USD Net TRI Index,JN0U.JO,4138.36,4198.81,4114.49,4121.87,4121.87,-
10-05-2023,ALL ORDINARIES,AORD,7456.7,7459.7,7432.2,7452.3,7452.3,948224300
10-05-2023,IPC MEXICO,MXX,55378.41,55626.51,55303.84,55534.68,55534.68,187111800
10-05-2023,SSE Composite Index,000001.SS,3347.7,3349.72,3305.25,3319.15,3319.15,451700
10-05-2023,S&P/ASX 200,AXJO,7267,7267.1,7236.2,7255.7,7255.7,583600
10-05-2023,ESTX 50 PR.EUR,STOXX50E,4322.65,4332.29,4293.21,4306.76,4306.76,27260600
10-05-2023,Nikkei 225,N225,29189.41,29195.16,29070.11,29122.18,29122.18,87300000
09-05-2023,ESTX 50 PR.EUR,STOXX50E,4344.42,4344.42,4305.31,4323.09,4323.09,22737200
09-05-2023,IBOVESPA,BVSP,106028,107731,105549,107114,107114,13526600
09-05-2023,NYSE COMPOSITE,NYA,15391.27,15393.16,15297.09,15352.81,15352.81,3810140000
09-05-2023,S&P 500,GSPC,4124.25,4130.35,4116.65,4119.17,4119.17,3810140000
09-05-2023,S&P/TSX Composite index,GSPTSE,20487.3,20599,20455.5,20585.7,20585.7,187098600
09-05-2023,BEL 20,BFX,3788.76,3788.76,3748.9,3767.41,3767.41,5400
09-05-2023,Dow Jones Industrial Average,DJI,33589.85,33656.4,33509.72,33561.81,33561.81,232940000
09-05-2023,ALL ORDINARIES,AORD,7472.1,7472.1,7436.9,7456.7,7456.7,1050885800
09-05-2023,IDX COMPOSITE,JKSE,6769.63,6793.77,6742.18,6779.98,6779.98,172097200
09-05-2023,S&P/CLX IPSA,IPSA,-,-,-,-,-,-
09-05-2023,Nikkei 225,N225,29020.63,29262.36,29020.63,29242.82,29242.82,86400000
09-05-2023,S&P/ASX 200,AXJO,7274,7274,7239.4,7264.1,7264.1,649900
09-05-2023,IPC MEXICO,MXX,54959.83,55497.83,54899.36,55452.73,55452.73,170680700
09-05-2023,CAC 40,FCHI,7415.01,7419.9,7358.45,7397.17,7397.17,63457500
09-05-2023,S&P/NZX 50 INDEX GROSS,NZ50,11942.49,11942.49,11844.26,11889.61,11889.61,26204500
09-05-2023,Top 40 USD Net TRI Index,JN0U.JO,4268.1,4268.19,4175.1,4175.1,4175.1,-
09-05-2023,S&P BSE SENSEX,BSESN,61879.68,62027.51,61654.94,61761.33,61761.33,6900
09-05-2023,KOSPI Composite Index,KS11,2512.34,2514.81,2495.63,2510.06,2510.06,750500
09-05-2023,CBOE Volatility Index,VIX,17.29,17.86,17.22,17.71,17.71,-
09-05-2023,TA-125,TA125.TA,1782.45,1783.36,1768.34,1773.77,1773.77,48734700
09-05-2023,Euronext 100 Index,N100,1372.06,1372.06,1357.16,1363.1,1363.1,275120600
09-05-2023,NYSE AMEX COMPOSITE INDEX,XAX,4034.51,4074.82,3999.01,4061.01,4061.01,-
09-05-2023,NASDAQ Composite,IXIC,12195.78,12216.13,12174.06,12179.55,12179.55,4126780000
