Date,Name,Symbol,Open,High,Low,Close,Adj Close,Volume
05-04-2024,CAC 40,FCHI,8050.25,8062.01,8019.29,8061.31,8061.31,65166400
05-04-2024,ESTX 50 PR.EUR,STOXX50E,5043.61,5043.61,4985.67,5014.75,5014.75,36778900
05-04-2024,IPC MEXICO,MXX,57805.19,58227.84,57678.61,58092.44,58092.44,212252300
05-04-2024,Euronext 100 Index,N100,1526.03,1526.03,1510.35,1520.1,1520.1,387210200
05-04-2024,KOSPI Composite Index,KS11,2713.96,2730.47,2705.31,2714.21,2714.21,621000
05-04-2024,IDX COMPOSITE,JKSE,7245.32,7298.86,7239.27,7286.88,7286.88,94886600
05-04-2024,MERVAL,MERV,1183127,1216261,1183127,1214371,1214371,-
05-04-2024,IBOVESPA,BVSP,127422,127432,126394,126795,126795,9101300
05-04-2024,S&P/TSX Composite index,GSPTSE,22077.7,22316.9,22077,22264.4,22264.4,226864800
05-04-2024,NYSE COMPOSITE,NYA,17982.49,18162.45,17979.96,18122.26,18122.26,3386780000
05-04-2024,BEL 20,BFX,3831.15,3849.19,3824.13,3834.33,3834.33,4554800
05-04-2024,Cboe UK 100,BUK100P,796.99,796.99,788.41,790.22,790.22,-
05-04-2024,Dow Jones Industrial Average,DJI,38664.98,39040.17,38602.18,38904.04,38904.04,317110000
05-04-2024,ALL ORDINARIES,AORD,8072.5,8072.5,7995.6,8026,8026,1034899700
05-04-2024,NYSE AMEX COMPOSITE INDEX,XAX,4997.69,5065.91,4988.64,5051.19,5051.19,-
05-04-2024,DAX PERFORMANCE-INDEX,GDAXI,18401.83,18401.83,18088.03,18175.04,18175.04,77046500
05-04-2024,S&P/CLX IPSA,IPSA,-,-,-,-,-,-
05-04-2024,S&P 500,GSPC,5158.95,5222.18,5157.21,5204.34,5204.34,3386780000
05-04-2024,CBOE Volatility Index,VIX,16.45,16.75,15.53,16.03,16.03,-
05-04-2024,S&P/NZX 50 INDEX GROSS,NZ50,12035.26,12035.82,11927.62,12012.24,12012.24,19252300
05-04-2024,Nikkei 225,N225,39237.39,39274.76,38774.24,38992.08,38992.08,129600000
05-04-2024,S&P/ASX 200,AXJO,7817.3,7817.3,7741.5,7773.3,7773.3,497200
05-04-2024,MOEX Russia Index,IMOEX.ME,3393.2,3401.16,3385.42,3395.37,3395.37,-
05-04-2024,Top 40 USD Net TRI Index,JN0U.JO,3983.53,3983.53,3921.39,3952.5,3952.5,-
05-04-2024,S&P BSE SENSEX,BSESN,74287.02,74361.11,73946.92,74248.22,74248.22,11300
05-04-2024,HANG SENG INDEX,HSI,16787.93,16839.55,16480.36,16723.92,16723.92,1804396100
05-04-2024,NASDAQ Composite,IXIC,16095.4,16326.5,16080.48,16248.52,16248.52,4578130000
05-04-2024,Russell 2000,RUT,2051.88,2073.32,2048.25,2063.47,2063.47,3386780000
04-04-2024,BEL 20,BFX,3860.39,3887.91,3855.48,3872.45,3872.45,4895600
04-04-2024,S&P/ASX 200,AXJO,7782.5,7834.4,7782.5,7817.3,7817.3,537600
04-04-2024,Euronext 100 Index,N100,1531.73,1537.05,1529.57,1529.9,1529.9,253851400
04-04-2024,S&P/NZX 50 INDEX GROSS,NZ50,12040.49,12040.49,11996.29,12035.26,12035.26,22894800
04-04-2024,CAC 40,FCHI,8154.41,8189.66,8137.98,8151.55,8151.55,49450700
04-04-2024,Cboe UK 100,BUK100P,793.01,798.71,793.01,796.99,796.99,-
04-04-2024,Dow Jones Industrial Average,DJI,39343.6,39421.35,38559.42,38596.98,38596.98,356510000
04-04-2024,MOEX Russia Index,IMOEX.ME,3399.81,3409.62,3392.06,3407.57,3407.57,-
04-04-2024,IPC MEXICO,MXX,57539.47,58219.5,57514.18,57882.76,57882.76,184739700
04-04-2024,CBOE Volatility Index,VIX,14.29,16.92,13.74,16.35,16.35,-
04-04-2024,Nikkei 225,N225,39928.33,40243.02,39773.14,39773.14,39773.14,145100000
04-04-2024,S&P/CLX IPSA,IPSA,-,-,-,-,-,-
04-04-2024,IBOVESPA,BVSP,127313,129627,127178,127428,127428,13229200
04-04-2024,NYSE COMPOSITE,NYA,18146.64,18291.67,17956.75,17982.49,17982.49,4075680000
04-04-2024,KOSPI Composite Index,KS11,2738.24,2746.39,2727.1,2742,2742,478000
04-04-2024,DAX PERFORMANCE-INDEX,GDAXI,18366.37,18427.43,18340.24,18403.13,18403.13,62521400
04-04-2024,Russell 2000,RUT,2089.07,2101.47,2051.32,2053.83,2053.83,4075680000
04-04-2024,MERVAL,MERV,1212639,1232024,1181455,1183127,1183127,-
04-04-2024,NASDAQ Composite,IXIC,16418.57,16468.04,16046.56,16049.08,16049.08,5368700000
04-04-2024,NYSE AMEX COMPOSITE INDEX,XAX,5030.88,5046.75,4986.52,4997.69,4997.69,-
04-04-2024,IDX COMPOSITE,JKSE,7170.72,7254.4,7165.83,7254.4,7254.4,108900300
04-04-2024,S&P 500,GSPC,5244.05,5256.59,5146.06,5147.21,5147.21,4075680000
04-04-2024,TA-125,TA125.TA,1993.53,1994.8,1963.4,1978.07,1978.07,65950900
04-04-2024,S&P/TSX Composite index,GSPTSE,22156.3,22239.1,22001,22051.8,22051.8,243706600
04-04-2024,ESTX 50 PR.EUR,STOXX50E,5071.83,5089.33,5065.65,5070.76,5070.76,23602100
04-04-2024,ALL ORDINARIES,AORD,8033.6,8086.6,8033.6,8072.5,8072.5,1206809500
04-04-2024,S&P BSE SENSEX,BSESN,74413.82,74501.73,73485.12,74227.63,74227.63,10700
04-04-2024,Top 40 USD Net TRI Index,JN0U.JO,3916.73,3992.22,3912.28,3989.41,3989.41,-
03-04-2024,BEL 20,BFX,3837.84,3856.1,3821.06,3856.1,3856.1,4253100
03-04-2024,IPC MEXICO,MXX,57547.19,58086.42,57300.11,57503.39,57503.39,189285300
03-04-2024,S&P BSE SENSEX,BSESN,73757.23,74151.21,73540.27,73876.82,73876.82,7900
03-04-2024,NASDAQ Composite,IXIC,16178.8,16340.74,16169.31,16277.46,16277.46,5151500000
03-04-2024,Euronext 100 Index,N100,1521.57,1531.62,1520.4,1531.46,1531.46,312327300
03-04-2024,Shenzhen Index,399001.SZ,9564.65,9575.56,9508.65,9544.77,9544.77,1508700
03-04-2024,IDX COMPOSITE,JKSE,7214.02,7226.35,7158.74,7166.84,7166.84,111040300
03-04-2024,Nikkei 225,N225,39503.72,39625.9,39217.04,39451.85,39451.85,123200000
03-04-2024,S&P/NZX 50 INDEX GROSS,NZ50,12095.85,12095.85,11956.92,12040.49,12040.49,22917900
03-04-2024,MERVAL,MERV,1213485,1214867,1183421,1212639,1212639,-
03-04-2024,S&P 500,GSPC,5194.37,5228.75,5194.37,5211.49,5211.49,3703250000
03-04-2024,S&P/ASX 200,AXJO,7887.9,7895.7,7770.9,7782.5,7782.5,679100
03-04-2024,CBOE Volatility Index,VIX,15,15.18,14.25,14.33,14.33,-
03-04-2024,HANG SENG INDEX,HSI,16926.85,16926.85,16689.19,16725.1,16725.1,2667363200
03-04-2024,TA-125,TA125.TA,2010.93,2010.93,1974.12,2006.07,2006.07,56354900
03-04-2024,TSEC weighted index,TWII,20388.84,20403.73,20269.66,20337.6,20337.6,3449300
03-04-2024,Russell 2000,RUT,2056.69,2080.4,2052.1,2076.2,2076.2,3703250000
03-04-2024,CAC 40,FCHI,8144.96,8160.04,8120.95,8153.23,8153.23,63544700
03-04-2024,NYSE COMPOSITE,NYA,18107.53,18183.16,18098.17,18146.64,18146.64,3703250000
03-04-2024,Top 40 USD Net TRI Index,JN0U.JO,3903.65,3911.09,3858.85,3901.68,3901.68,-
03-04-2024,SSE Composite Index,000001.SS,3074.89,3079.02,3057.4,3069.3,3069.3,363200
03-04-2024,ALL ORDINARIES,AORD,8145.8,8152.7,8022.2,8033.6,8033.6,1131247900
03-04-2024,S&P/TSX Composite index,GSPTSE,22063.3,22173.6,22062.7,22112.5,22112.5,244078700
03-04-2024,S&P/CLX IPSA,IPSA,-,-,-,-,-,-
03-04-2024,Cboe UK 100,BUK100P,793.4,793.43,788.05,793.01,793.01,-
03-04-2024,KOSPI Composite Index,KS11,2730.68,2732.29,2706.97,2706.97,2706.97,640800
03-04-2024,ESTX 50 PR.EUR,STOXX50E,5047.8,5071.2,5046.23,5069.25,5069.25,27231600
03-04-2024,NYSE AMEX COMPOSITE INDEX,XAX,4953.21,5032.74,4946.61,5030.88,5030.88,-
03-04-2024,MOEX Russia Index,IMOEX.ME,3381.95,3397.33,3376.63,3395.59,3395.59,-
03-04-2024,IBOVESPA,BVSP,127546,127694,126181,127318,127318,11032700
03-04-2024,DAX PERFORMANCE-INDEX,GDAXI,18281.82,18376.08,18281.82,18367.72,18367.72,76334900
03-04-2024,Dow Jones Industrial Average,DJI,39139.59,39305.76,39017.13,39127.14,39127.14,364180000
02-04-2024,IPC MEXICO,MXX,57593.62,57830.88,57235.59,57581.81,57581.81,180753600
02-04-2024,ESTX 50 PR.EUR,STOXX50E,5096.86,5121.71,5038.63,5042,5042,31803000
02-04-2024,Nikkei 225,N225,39892.59,40151.05,39707.87,39838.91,39838.91,115800000
02-04-2024,S&P 500,GSPC,5204.29,5208.34,5184.05,5205.81,5205.81,3886590000
02-04-2024,NASDAQ Composite,IXIC,16199.24,16251.41,16137.24,16240.45,16240.45,4710280000
02-04-2024,HANG SENG INDEX,HSI,16811.74,17007.34,16811.74,16931.52,16931.52,3983141300
02-04-2024,NYSE AMEX COMPOSITE INDEX,XAX,4899.25,4958.93,4869.8,4953.21,4953.21,-
02-04-2024,Dow Jones Industrial Average,DJI,39256.27,39256.27,39051.7,39170.24,39170.24,319590000
02-04-2024,S&P/TSX Composite index,GSPTSE,22127.7,22127.7,21996.9,22075.1,22075.1,239992600
02-04-2024,CAC 40,FCHI,8195.65,8253.05,8121.39,8130.05,8130.05,71702800
02-04-2024,CBOE Volatility Index,VIX,13.74,15.43,13.68,14.61,14.61,-
02-04-2024,S&P BSE SENSEX,BSESN,74022.3,74099.78,73743.77,73903.91,73903.91,6300
02-04-2024,NYSE COMPOSITE,NYA,18216.19,18216.19,18056.07,18107.53,18107.53,3886590000
02-04-2024,TSEC weighted index,TWII,20359.81,20466.57,20359.81,20466.57,20466.57,3410300
02-04-2024,KOSPI Composite Index,KS11,2744.15,2760.33,2737.19,2753.16,2753.16,630400
02-04-2024,Top 40 USD Net TRI Index,JN0U.JO,3880.07,3923.12,3879.63,3907.19,3907.19,-
02-04-2024,S&P/NZX 50 INDEX GROSS,NZ50,12105.29,12105.29,12027.81,12095.85,12095.85,16211200
02-04-2024,IBOVESPA,BVSP,126990,127654,126669,127549,127549,9073600
02-04-2024,S&P/ASX 200,AXJO,7896.9,7910.5,7867.8,7887.9,7887.9,610100
02-04-2024,Russell 2000,RUT,2087.42,2087.42,2054.34,2065.04,2065.04,3886590000
02-04-2024,Shenzhen Index,399001.SZ,9633.97,9633.97,9546.47,9586.95,9586.95,1550500
02-04-2024,ALL ORDINARIES,AORD,8153.7,8168,8127.7,8145.8,8145.8,1210212300
02-04-2024,SSE Composite Index,000001.SS,3076.88,3085.54,3063.98,3074.96,3074.96,367300
02-04-2024,MOEX Russia Index,IMOEX.ME,3369.32,3375.69,3357.55,3371.29,3371.29,-
02-04-2024,DAX PERFORMANCE-INDEX,GDAXI,18492.36,18567.16,18275.94,18283.13,18283.13,82077300
02-04-2024,IDX COMPOSITE,JKSE,7199.12,7236.98,7153.94,7236.98,7236.98,127711500
02-04-2024,BEL 20,BFX,3839.38,3867.21,3825.24,3829.98,3829.98,4245100
02-04-2024,S&P/CLX IPSA,IPSA,-,-,-,-,-,-
02-04-2024,Euronext 100 Index,N100,1527.12,1540.31,1520.57,1521,1521,367598800
02-04-2024,Cboe UK 100,BUK100P,795.8,801.24,792.53,793.4,793.4,-
02-04-2024,TA-125,TA125.TA,2030.25,2035.86,1998.63,2001.34,2001.34,58977000
01-04-2024,IPC MEXICO,MXX,57423.51,57726.82,57291.95,57653.23,57653.23,165028800
01-04-2024,IBOVESPA,BVSP,128106,128659,126772,126990,126990,9372600
01-04-2024,MOEX Russia Index,IMOEX.ME,3343.66,3367.34,3343.66,3363.29,3363.29,-
01-04-2024,SSE Composite Index,000001.SS,3049.02,3078.49,3049.02,3077.38,3077.38,375400
01-04-2024,KOSPI Composite Index,KS11,2766.24,2769.87,2747.4,2747.86,2747.86,397600
01-04-2024,Dow Jones Industrial Average,DJI,39807.93,39815,39491.22,39566.85,39566.85,269470000
01-04-2024,NYSE COMPOSITE,NYA,18312.67,18315.15,18187.54,18216.19,18216.19,3325930000
01-04-2024,Russell 2000,RUT,2125.91,2126.06,2100.14,2102.84,2102.84,3325930000
01-04-2024,S&P/TSX Composite index,GSPTSE,22186.5,22204.7,22110.6,22185.3,22185.3,207425200
01-04-2024,TA-125,TA125.TA,2044.78,2050.02,2036.87,2039.13,2039.13,33183100
01-04-2024,NYSE AMEX COMPOSITE INDEX,XAX,4873.06,4907.83,4841.87,4899.25,4899.25,-
01-04-2024,S&P BSE SENSEX,BSESN,73968.62,74254.62,73909.39,74014.55,74014.55,-
01-04-2024,NASDAQ Composite,IXIC,16397.05,16490.65,16327.89,16396.83,16396.83,4798390000
01-04-2024,TSEC weighted index,TWII,20319.73,20387.23,20217.58,20222.33,20222.33,3144500
01-04-2024,S&P 500,GSPC,5257.97,5263.95,5229.2,5243.77,5243.77,3325930000
01-04-2024,Shenzhen Index,399001.SZ,9451.73,9647.07,9451.73,9647.07,9647.07,1656600
01-04-2024,IDX COMPOSITE,JKSE,7286.11,7295,7137.46,7205.06,7205.06,124345600
01-04-2024,Nikkei 225,N225,40646.7,40697.22,39706.45,39803.09,39803.09,134500000
01-04-2024,S&P/CLX IPSA,IPSA,-,-,-,-,-,-
01-04-2024,CBOE Volatility Index,VIX,13.61,14.15,13.55,13.65,13.65,-
31-03-2024,TA-125,TA125.TA,2043.95,2045.37,2031.94,2043.55,2043.55,27374700
29-03-2024,CBOE Volatility Index,VIX,-,-,-,-,-,-
29-03-2024,Nikkei 225,N225,40277.45,40521.71,40268.11,40369.44,40369.44,122000000
29-03-2024,Shenzhen Index,399001.SZ,9335.11,9400.85,9304.76,9400.85,9400.85,1231700
29-03-2024,MOEX Russia Index,IMOEX.ME,3313.17,3332.53,3305.22,3332.53,3332.53,-
29-03-2024,TSEC weighted index,TWII,20156.34,20335.92,20156.34,20294.45,20294.45,4231500
29-03-2024,KOSPI Composite Index,KS11,2757.27,2757.55,2739.12,2746.63,2746.63,495500
29-03-2024,SSE Composite Index,000001.SS,3008.38,3041.3,3008.17,3041.17,3041.17,334800
28-03-2024,SSE Composite Index,000001.SS,2988.59,3033.37,2984.12,3010.66,3010.66,353200
28-03-2024,TA-125,TA125.TA,2061.98,2061.98,2027.45,2028.57,2028.57,111903300
28-03-2024,S&P 500,GSPC,5248.03,5264.85,5245.82,5254.35,5254.35,3998270000
28-03-2024,Dow Jones Industrial Average,DJI,39763.74,39868.59,39717.25,39807.37,39807.37,360970000
28-03-2024,Cboe UK 100,BUK100P,793.08,797.36,793.08,795.8,795.8,-
28-03-2024,NYSE COMPOSITE,NYA,18255.24,18342.24,18255.24,18312.67,18312.67,3998270000
28-03-2024,Nikkei 225,N225,40324.42,40482.02,40054.06,40168.07,40168.07,135600000
28-03-2024,TSEC weighted index,TWII,20213.34,20222.2,20065.93,20146.55,20146.55,4294000
28-03-2024,CAC 40,FCHI,8216.77,8253.59,8205.81,8205.81,8205.81,63579600
28-03-2024,Shenzhen Index,399001.SZ,9221.53,9440.31,9221.53,9342.92,9342.92,1370500
28-03-2024,MOEX Russia Index,IMOEX.ME,3308.26,3313.59,3301.52,3312.77,3312.77,-
28-03-2024,NYSE AMEX COMPOSITE INDEX,XAX,4830.24,4873.06,4830.24,4873.06,4873.06,-
28-03-2024,DAX PERFORMANCE-INDEX,GDAXI,18477.4,18513.83,18468.87,18492.49,18492.49,75716300
28-03-2024,BEL 20,BFX,3840.13,3846.78,3821.49,3845.63,3845.63,4474600
28-03-2024,Top 40 USD Net TRI Index,JN0U.JO,3841.01,3879.75,3819.24,3879.75,3879.75,-
28-03-2024,S&P BSE SENSEX,BSESN,73149.34,74190.31,73120.33,73651.35,73651.35,14900
28-03-2024,ESTX 50 PR.EUR,STOXX50E,5085.25,5103.26,5081.78,5083.42,5083.42,31375500
28-03-2024,Euronext 100 Index,N100,1525.13,1530.86,1525.13,1526.34,1526.34,314297300
28-03-2024,ALL ORDINARIES,AORD,8073.6,8154.1,8073.6,8153.7,8153.7,1284949400
28-03-2024,S&P/CLX IPSA,IPSA,-,-,-,-,-,-
28-03-2024,S&P/NZX 50 INDEX GROSS,NZ50,12010.66,12117.94,11950.78,12105.29,12105.29,38010900
28-03-2024,IDX COMPOSITE,JKSE,7289.16,7313.01,7244.95,7288.81,7288.81,124084200
28-03-2024,KOSPI Composite Index,KS11,2753.22,2756.86,2742.68,2745.82,2745.82,419300
28-03-2024,CBOE Volatility Index,VIX,12.93,13.1,12.84,13.01,13.01,-
28-03-2024,Russell 2000,RUT,2115.77,2135.46,2115.77,2124.55,2124.55,3998270000
28-03-2024,NASDAQ Composite,IXIC,16377.23,16420.92,16347.38,16379.46,16379.46,5174450000
28-03-2024,HANG SENG INDEX,HSI,16378.4,16725.61,16345.9,16541.42,16541.42,3203421300
28-03-2024,S&P/TSX Composite index,GSPTSE,22126,22220.9,22126,22167,22167,245102700
28-03-2024,S&P/ASX 200,AXJO,7819.6,7901.2,7819.6,7896.9,7896.9,704400
28-03-2024,IBOVESPA,BVSP,127689,128364,127270,128106,128106,9943400
27-03-2024,S&P 500,GSPC,5226.31,5249.26,5213.92,5248.49,5248.49,3850500000
27-03-2024,Russell 2000,RUT,2079.7,2114.65,2079.7,2114.35,2114.35,3850500000
27-03-2024,NYSE COMPOSITE,NYA,18059.19,18256.58,18059.19,18255.24,18255.24,3850500000
27-03-2024,NYSE AMEX COMPOSITE INDEX,XAX,4810.57,4834.14,4783.98,4830.24,4830.24,-
27-03-2024,S&P/TSX Composite index,GSPTSE,21960.4,22107.1,21953.5,22107.1,22107.1,208095800
27-03-2024,IDX COMPOSITE,JKSE,7364.23,7375.4,7292.8,7310.09,7310.09,125276700
27-03-2024,S&P/NZX 50 INDEX GROSS,NZ50,12031.81,12035.77,11981.55,12010.66,12010.66,28348400
27-03-2024,Nikkei 225,N225,40517.17,40979.36,40452.21,40762.73,40762.73,121300000
27-03-2024,Shenzhen Index,399001.SZ,9437.56,9437.67,9222.47,9222.47,9222.47,1320900
27-03-2024,CBOE Volatility Index,VIX,13.13,13.34,12.66,12.78,12.78,-
27-03-2024,NASDAQ Composite,IXIC,16424.76,16431.82,16279.17,16399.52,16399.52,4768930000
27-03-2024,MERVAL,MERV,1214656,1228820,1199501,1213485,1213485,-
27-03-2024,BEL 20,BFX,3810.97,3835.65,3810.97,3832.99,3832.99,3767300
27-03-2024,Euronext 100 Index,N100,1522.71,1528.39,1522.71,1524.88,1524.88,255125900
27-03-2024,S&P BSE SENSEX,BSESN,72692.16,73138.73,72600.73,72996.31,72996.31,9400
27-03-2024,TSEC weighted index,TWII,20158.07,20255.1,20108.96,20200.12,20200.12,3865800
27-03-2024,TA-125,TA125.TA,2046.54,2050.22,2029.77,2031.75,2031.75,53249900
27-03-2024,MOEX Russia Index,IMOEX.ME,3291.7,3304.09,3280.03,3304.09,3304.09,-
27-03-2024,SSE Composite Index,000001.SS,3026.81,3030.45,2993.14,2993.14,2993.14,343200
27-03-2024,IPC MEXICO,MXX,57182.86,57599.08,57007.55,57369.01,57369.01,114250800
27-03-2024,Cboe UK 100,BUK100P,793.33,793.83,789.42,793.08,793.08,-
27-03-2024,S&P/ASX 200,AXJO,7780.2,7819.6,7771.8,7819.6,7819.6,473800
27-03-2024,Dow Jones Industrial Average,DJI,39461.98,39769.41,39461.98,39760.08,39760.08,332190000
27-03-2024,CAC 40,FCHI,8186.07,8230.38,8174.26,8204.81,8204.81,49550700
27-03-2024,ALL ORDINARIES,AORD,8036.7,8073.6,8029.2,8073.6,8073.6,1129921800
27-03-2024,DAX PERFORMANCE-INDEX,GDAXI,18385.17,18511.17,18385.17,18477.09,18477.09,66344700
27-03-2024,ESTX 50 PR.EUR,STOXX50E,5063.27,5095.11,5063.27,5081.74,5081.74,25287000
27-03-2024,IBOVESPA,BVSP,126863,127756,126223,127691,127691,9918200
27-03-2024,HANG SENG INDEX,HSI,16530.44,16612,16354.81,16392.84,16392.84,2769889600
27-03-2024,Top 40 USD Net TRI Index,JN0U.JO,3820.03,3858.8,3811.52,3851.76,3851.76,-
27-03-2024,S&P/CLX IPSA,IPSA,-,-,-,-,-,-
27-03-2024,KOSPI Composite Index,KS11,2745,2762.03,2745,2755.11,2755.11,510600
26-03-2024,S&P 500,GSPC,5228.85,5235.16,5203.42,5203.58,5203.58,3871790000
26-03-2024,NYSE AMEX COMPOSITE INDEX,XAX,4832.86,4865.61,4797.91,4810.57,4810.57,-
26-03-2024,ALL ORDINARIES,AORD,8071.5,8071.5,8030.2,8036.7,8036.7,1104695800
26-03-2024,NASDAQ Composite,IXIC,16446.85,16476.38,16312.95,16315.7,16315.7,5144260000
26-03-2024,CBOE Volatility Index,VIX,13.12,13.43,12.84,13.24,13.24,-
26-03-2024,Russell 2000,RUT,2083.44,2093.52,2070,2070.16,2070.16,3871790000
26-03-2024,BEL 20,BFX,3803.16,3811.28,3783.53,3807.47,3807.47,4121800
26-03-2024,Nikkei 225,N225,40345.04,40529.53,40280.85,40398.03,40398.03,101400000
26-03-2024,Euronext 100 Index,N100,1518.61,1525.05,1517.04,1523.29,1523.29,262183200
26-03-2024,Cboe UK 100,BUK100P,791.89,793.38,789.21,793.33,793.33,-
26-03-2024,S&P/CLX IPSA,IPSA,-,-,-,-,-,-
26-03-2024,IPC MEXICO,MXX,56634.85,57422.25,56435.27,57209.7,57209.7,125010900
26-03-2024,S&P/NZX 50 INDEX GROSS,NZ50,12067.03,12078,11988.05,12031.81,12031.81,28396800
26-03-2024,S&P/TSX Composite index,GSPTSE,21960.1,22037.7,21906.2,21912.5,21912.5,241140400
26-03-2024,NYSE COMPOSITE,NYA,18077.15,18122.92,18059.19,18059.19,18059.19,3871790000
26-03-2024,MOEX Russia Index,IMOEX.ME,3286.2,3291,3275.8,3285.54,3285.54,-
26-03-2024,Shenzhen Index,399001.SZ,9413.26,9490.75,9366,9449.43,9449.43,1364800
26-03-2024,HANG SENG INDEX,HSI,16548.5,16728.9,16452.55,16618.32,16618.32,2745765700
26-03-2024,CAC 40,FCHI,8160.64,8188.53,8136.64,8184.75,8184.75,54983800
26-03-2024,DAX PERFORMANCE-INDEX,GDAXI,18262.11,18411.98,18256.81,18384.35,18384.35,58786600
26-03-2024,KOSPI Composite Index,KS11,2756.42,2779.4,2752.27,2757.09,2757.09,448300
26-03-2024,S&P/ASX 200,AXJO,7811.9,7812.3,7775.7,7780.2,7780.2,579500
26-03-2024,TA-125,TA125.TA,2037.34,2044.22,2022.85,2043.8,2043.8,62561500
26-03-2024,IBOVESPA,BVSP,126931,127193,126591,126863,126863,9435700
26-03-2024,IDX COMPOSITE,JKSE,7337.66,7371.84,7330.46,7365.66,7365.66,138442500
26-03-2024,TSEC weighted index,TWII,20208.88,20397.07,19977.4,20126.49,20126.49,4582900
26-03-2024,ESTX 50 PR.EUR,STOXX50E,5046.26,5072.75,5038.73,5064.18,5064.18,25325900
26-03-2024,Top 40 USD Net TRI Index,JN0U.JO,3819.85,3837.81,3801.03,3814.24,3814.24,-
26-03-2024,SSE Composite Index,000001.SS,3026.92,3036.49,3006.26,3031.48,3031.48,345900
26-03-2024,S&P BSE SENSEX,BSESN,72396.97,72705.29,72363.03,72470.3,72470.3,30600
26-03-2024,MERVAL,MERV,1212897,1223912,1194006,1214656,1214656,-
26-03-2024,Dow Jones Industrial Average,DJI,39338.32,39439.44,39277.19,39282.33,39282.33,306940000
25-03-2024,S&P/NZX 50 INDEX GROSS,NZ50,12067.03,12067.03,12006.26,12014.12,12014.12,820300
25-03-2024,IDX COMPOSITE,JKSE,7339.52,7377.76,7316.93,7377.76,7377.76,124315600
25-03-2024,Top 40 USD Net TRI Index,JN0U.JO,3795.3,3835.8,3771.94,3808.68,3808.68,-
25-03-2024,Euronext 100 Index,N100,1515.03,1521.19,1512.12,1518.73,1518.73,238452800
25-03-2024,IBOVESPA,BVSP,127027,127224,126750,126931,126931,8060500
25-03-2024,Cboe UK 100,BUK100P,793.64,793.89,789.05,791.89,791.89,-
25-03-2024,MOEX Russia Index,IMOEX.ME,3251.24,3281.63,3234.95,3281.63,3281.63,-
25-03-2024,S&P/CLX IPSA,IPSA,-,-,-,-,-,-
25-03-2024,ALL ORDINARIES,AORD,8026.3,8103.5,8026.3,8071.5,8071.5,846056400
25-03-2024,Shenzhen Index,399001.SZ,9538.35,9601.84,9421.08,9422.61,9422.61,1501600
25-03-2024,TSEC weighted index,TWII,20228.64,20285.38,20172.8,20192.25,20192.25,3611700
25-03-2024,DAX PERFORMANCE-INDEX,GDAXI,18206.36,18285.58,18176.85,18261.31,18261.31,53804600
25-03-2024,S&P/ASX 200,AXJO,7770.6,7844.4,7770.6,7811.9,7811.9,462500
25-03-2024,CBOE Volatility Index,VIX,13.67,13.67,13.11,13.19,13.19,-
25-03-2024,BEL 20,BFX,3806.88,3817.79,3803.42,3811.5,3811.5,4165200
25-03-2024,Russell 2000,RUT,2075.06,2088.48,2074.16,2074.16,2074.16,3331360000
25-03-2024,NYSE COMPOSITE,NYA,18112.04,18153.25,18073.67,18077.15,18077.15,3331360000
25-03-2024,MERVAL,MERV,1227404,1256077,1211163,1212897,1212897,-
25-03-2024,NYSE AMEX COMPOSITE INDEX,XAX,4779.93,4858.87,4779.93,4832.86,4832.86,-
25-03-2024,KOSPI Composite Index,KS11,2756.59,2763.63,2731.7,2737.57,2737.57,489600
25-03-2024,SSE Composite Index,000001.SS,3040.5,3065.26,3026.31,3026.31,3026.31,387500
25-03-2024,CAC 40,FCHI,8147.8,8165.95,8101.83,8151.6,8151.6,45329300
25-03-2024,ESTX 50 PR.EUR,STOXX50E,5029.25,5051.47,5013.6,5044.19,5044.19,22818800
25-03-2024,Dow Jones Industrial Average,DJI,39410.54,39430.17,39296.03,39313.64,39313.64,323670000
25-03-2024,Nikkei 225,N225,40798.96,40837.18,40414.12,40414.12,40414.12,101500000
25-03-2024,IPC MEXICO,MXX,56565.11,56820.3,56311.99,56552.54,56552.54,89283000
25-03-2024,S&P 500,GSPC,5219.52,5229.09,5216.09,5218.19,5218.19,3331360000
25-03-2024,NASDAQ Composite,IXIC,16335.3,16441.17,16315.72,16384.47,16384.47,4636940000
25-03-2024,S&P/TSX Composite index,GSPTSE,21968.6,22069.1,21941,21942.3,21942.3,205318500
25-03-2024,TA-125,TA125.TA,2035.54,2040.04,2025.9,2038.58,2038.58,-
25-03-2024,HANG SENG INDEX,HSI,16531.95,16612.64,16441.3,16473.64,16473.64,2624506500
22-03-2024,TSEC weighted index,TWII,20232.06,20296.1,20084.31,20228.43,20228.43,4690300
22-03-2024,S&P BSE SENSEX,BSESN,72231.66,73115.62,72172.09,72831.94,72831.94,26100
22-03-2024,Top 40 USD Net TRI Index,JN0U.JO,3754.72,3809.16,3752.07,3796.88,3796.88,-
22-03-2024,S&P/NZX 50 INDEX GROSS,NZ50,11915.71,12002.47,11915.71,11978.62,11978.62,24410700
22-03-2024,ESTX 50 PR.EUR,STOXX50E,5035.13,5037.74,5008.9,5031.15,5031.15,27334500
22-03-2024,Russell 2000,RUT,2098.03,2099.11,2071.79,2072,2072,3374700000
22-03-2024,Dow Jones Industrial Average,DJI,39774.06,39824.76,39469.53,39475.9,39475.9,332340000
22-03-2024,MERVAL,MERV,1225494,1235464,1211348,1227404,1227404,-
